Time,LD_634/P1,LD_634/P2,LD_634/P3,LD_671/P1,LD_671/P2,LD_671/P3,LD_675/P1,LD_675/P2,LD_675/P3,LD_632/P1,LD_632/P2,LD_632/P3,LD_645/P1,LD_646/P1,LD_652/P1,LD_692/P1,LD_611/P1,LD_634/Q1,LD_634/Q2,LD_634/Q3,LD_671/Q1,LD_671/Q2,LD_671/Q3,LD_675/Q1,LD_675/Q2,LD_675/Q3,LD_632/Q1,LD_632/Q2,LD_632/Q3,LD_645/Q1,LD_646/Q1,LD_652/Q1,LD_692/Q1,LD_611/Q1
358,101.74,76.307,76.307,146.22,146.22,146.22,308.41,43.241,184.41,10.81,41.969,74.4,64.563,146.26,81.395,64.563,108.1,76.978,62.982,62.982,97.611,97.611,97.611,132.96,41.988,148.36,6.998,26.592,47.586,55.461,92.374,60.183,66.996,55.984
359,101.86,76.398,76.398,145.19,145.19,145.19,308.78,43.292,184.63,10.823,42.019,74.488,64.112,146.43,81.491,64.112,108.23,77.167,63.136,63.136,97.239,97.239,97.239,133.29,42.091,148.72,7.0152,26.658,47.703,55.249,92.6,60.33,66.741,56.121
360,101.98,76.489,76.489,147.83,147.83,147.83,309.14,43.344,184.85,10.836,42.069,74.576,65.273,146.6,81.588,65.273,108.36,77.356,63.291,63.291,98.954,98.954,98.954,133.61,42.194,149.09,7.0323,26.723,47.82,56.224,92.827,60.478,67.918,56.259
361,102.11,76.579,76.579,152.2,152.2,152.2,309.51,43.395,185.07,10.849,42.119,74.665,67.206,146.78,81.684,67.206,108.49,77.544,63.445,63.445,101.67,101.67,101.67,133.94,42.297,149.45,7.0495,26.788,47.937,57.764,93.053,60.626,69.779,56.396
362,102.05,76.54,76.54,156.77,156.77,156.77,309.35,43.373,184.97,10.843,42.097,74.627,69.224,146.7,81.643,69.224,108.43,77.733,63.6,63.6,104.73,104.73,104.73,134.27,42.4,149.81,7.0666,26.853,48.053,59.504,93.28,60.773,71.881,56.533
363,102,76.502,76.502,157.96,157.96,157.96,309.19,43.351,184.88,10.838,42.076,74.589,69.749,146.63,81.602,69.749,108.38,77.922,63.754,63.754,105.85,105.85,105.85,134.59,42.503,150.18,7.0838,26.918,48.17,60.145,93.506,60.921,72.655,56.67
364,101.95,76.463,76.463,166.1,166.1,166.1,309.04,43.329,184.78,10.832,42.054,74.551,73.341,146.55,81.56,73.341,108.32,78.111,63.909,63.909,110.95,110.95,110.95,134.92,42.606,150.54,7.101,26.984,48.287,63.041,93.733,61.068,76.153,56.808
365,101.9,76.424,76.424,160.38,160.38,160.38,308.88,43.307,184.69,10.827,42.033,74.513,70.819,146.48,81.519,70.819,108.27,78.299,64.063,64.063,108.14,108.14,108.14,135.24,42.709,150.9,7.1181,27.049,48.403,61.441,93.959,61.216,74.221,56.945
366,101.85,76.385,76.385,147.59,147.59,147.59,308.72,43.285,184.6,10.821,42.012,74.475,65.169,146.4,81.477,65.169,108.21,78.488,64.218,64.218,101.27,101.27,101.27,135.57,42.812,151.27,7.1353,27.114,48.52,57.542,94.186,61.364,69.511,57.082
367,101.79,76.346,76.346,147.96,147.96,147.96,308.57,43.263,184.5,10.816,41.99,74.438,65.335,146.33,81.436,65.335,108.16,78.677,64.372,64.372,101.94,101.94,101.94,135.9,42.915,151.63,7.1525,27.179,48.637,57.919,94.412,61.511,69.966,57.22
368,101.74,76.307,76.307,145.66,145.66,145.66,308.41,43.241,184.41,10.81,41.969,74.4,64.316,146.26,81.395,64.316,108.1,78.866,64.527,64.527,101.07,101.07,101.07,136.22,43.018,152,7.1696,27.245,48.753,57.425,94.639,61.659,69.369,57.357
369,101.69,76.269,76.269,143.13,143.13,143.13,308.25,43.219,184.32,10.805,41.948,74.362,63.201,146.18,81.353,63.201,108.05,79.055,64.681,64.681,100.07,100.07,100.07,136.55,43.121,152.36,7.1868,27.31,48.87,56.86,94.866,61.806,68.687,57.494
370,101.64,76.23,76.23,133.77,133.77,133.77,308.1,43.197,184.22,10.799,41.926,74.324,59.068,146.11,81.312,59.068,107.99,79.243,64.835,64.835,95.174,95.174,95.174,136.87,43.224,152.72,7.2039,27.375,48.987,54.076,95.092,61.954,65.324,57.632
371,101.59,76.191,76.191,132.65,132.65,132.65,307.94,43.175,184.13,10.794,41.905,74.286,58.572,146.03,81.27,58.572,107.94,79.432,64.99,64.99,94.98,94.98,94.98,137.2,43.327,153.09,7.2211,27.44,49.104,53.966,95.319,62.102,65.191,57.769
372,101.54,76.152,76.152,135.2,135.2,135.2,307.78,43.153,184.03,10.788,41.884,74.248,59.699,145.96,81.229,59.699,107.88,79.621,65.144,65.144,96.887,96.887,96.887,137.53,43.43,153.45,7.2383,27.505,49.22,55.05,95.545,62.249,66.5,57.906
373,101.48,76.113,76.113,146.72,146.72,146.72,307.62,43.131,183.94,10.783,41.862,74.21,64.786,145.88,81.187,64.786,107.83,79.81,65.299,65.299,103.92,103.92,103.92,137.85,43.533,153.82,7.2554,27.571,49.337,59.045,95.772,62.397,71.327,58.043
374,101.43,76.074,76.074,151.64,151.64,151.64,307.47,43.109,183.85,10.777,41.841,74.173,66.956,145.81,81.146,66.956,107.77,79.999,65.453,65.453,107.18,107.18,107.18,138.18,43.636,154.18,7.2726,27.636,49.454,60.896,95.998,62.544,73.562,58.181
375,102.64,76.979,76.979,151.95,151.95,151.95,311.12,43.622,186.03,10.905,42.339,75.055,67.095,147.54,82.111,67.095,109.05,81.052,66.315,66.315,107.81,107.81,107.81,140,44.21,156.21,7.3684,28,50.105,61.253,97.263,63.368,73.994,58.947
376,102.89,77.17,77.17,149.89,149.89,149.89,311.9,43.73,186.49,10.932,42.444,75.241,66.184,147.91,82.315,66.184,109.32,81.452,66.642,66.642,107.07,107.07,107.07,140.69,44.428,156.98,7.4047,28.138,50.352,60.838,97.742,63.68,73.492,59.238
377,102.3,76.723,76.723,145.45,145.45,145.45,310.09,43.476,185.41,10.869,42.198,74.805,64.223,147.05,81.838,64.223,108.69,81.266,66.49,66.49,104.99,104.99,104.99,140.37,44.327,156.62,7.3878,28.074,50.237,59.651,97.519,63.535,72.058,59.103
378,101.7,76.276,76.276,137.66,137.66,137.66,308.28,43.223,184.33,10.806,41.952,74.369,60.784,146.19,81.361,60.784,108.06,81.08,66.338,66.338,100.98,100.98,100.98,140.05,44.226,156.26,7.3709,28.01,50.122,57.377,97.296,63.39,69.312,58.968
379,101.1,75.828,75.828,127.01,127.01,127.01,306.47,42.969,183.25,10.742,41.706,73.932,56.084,145.34,80.883,56.084,107.42,80.895,66.187,66.187,95.35,95.35,95.35,139.73,44.124,155.91,7.3541,27.945,50.008,54.176,97.074,63.245,65.445,58.832
380,100.51,75.381,75.381,120.8,120.8,120.8,304.66,42.716,182.17,10.679,41.459,73.496,53.34,144.48,80.406,53.34,106.79,80.709,66.035,66.035,92.248,92.248,92.248,139.41,44.023,155.55,7.3372,27.881,49.893,52.414,96.851,63.1,63.316,58.697
381,99.911,74.933,74.933,119.86,119.86,119.86,302.86,42.462,181.09,10.616,41.213,73.06,52.927,143.62,79.929,52.927,106.16,80.523,65.883,65.883,92.163,92.163,92.163,139.09,43.922,155.19,7.3203,27.817,49.778,52.365,96.628,62.955,63.257,58.562
382,99.315,74.486,74.486,120.19,120.19,120.19,301.05,42.209,180.01,10.552,40.967,72.624,53.072,142.76,79.452,53.072,105.52,80.337,65.731,65.731,92.798,92.798,92.798,138.76,43.82,154.83,7.3034,27.753,49.663,52.726,96.405,62.809,63.693,58.427
383,98.718,74.039,74.039,121.29,121.29,121.29,299.24,41.955,178.93,10.489,40.721,72.188,53.555,141.91,78.975,53.555,104.89,80.152,65.579,65.579,93.872,93.872,93.872,138.44,43.719,154.47,7.2865,27.689,49.548,53.337,96.182,62.664,64.431,58.292
384,98.122,73.591,73.591,119.82,119.82,119.82,297.43,41.702,177.85,10.425,40.475,71.752,52.909,141.05,78.497,52.909,104.25,79.966,65.427,65.427,93.485,93.485,93.485,138.12,43.618,154.12,7.2696,27.625,49.434,53.116,95.959,62.519,64.164,58.157
385,99.174,74.381,74.381,119.39,119.39,119.39,300.62,42.149,179.75,10.537,40.909,72.521,52.716,142.56,79.339,52.716,105.37,80.914,66.202,66.202,93.684,93.684,93.684,139.76,44.135,155.94,7.3558,27.952,50.02,53.229,97.097,63.26,64.301,58.847
386,97.889,73.417,73.417,117.98,117.98,117.98,296.73,41.603,177.42,10.401,40.379,71.582,52.095,140.72,78.312,52.095,104.01,80.255,65.663,65.663,93.33,93.33,93.33,138.62,43.775,154.67,7.2959,27.724,49.612,53.028,96.306,62.745,64.058,58.367
387,97.782,73.337,73.337,119.65,119.65,119.65,296.4,41.557,177.23,10.389,40.335,71.503,52.832,140.56,78.226,52.832,103.89,80.406,65.787,65.787,94.731,94.731,94.731,138.88,43.858,154.96,7.3096,27.777,49.705,53.825,96.487,62.863,65.02,58.477
388,97.675,73.256,73.256,119.18,119.18,119.18,296.08,41.512,177.04,10.378,40.291,71.425,52.623,140.41,78.14,52.623,103.78,80.556,65.91,65.91,94.911,94.911,94.911,139.14,43.94,155.25,7.3233,27.829,49.799,53.926,96.668,62.981,65.143,58.587
389,97.568,73.176,73.176,119.06,119.06,119.06,295.75,41.466,176.84,10.367,40.247,71.347,52.571,140.25,78.054,52.571,103.67,80.707,66.033,66.033,95.291,95.291,95.291,139.4,44.022,155.54,7.337,27.881,49.892,54.143,96.849,63.098,65.404,58.696
390,97.461,73.096,73.096,118.25,118.25,118.25,295.43,41.421,176.65,10.355,40.203,71.268,52.215,140.1,77.969,52.215,103.55,80.858,66.156,66.156,95.279,95.279,95.279,139.66,44.104,155.84,7.3507,27.933,49.985,54.136,97.029,63.216,65.396,58.806
391,97.354,73.015,73.015,117.61,117.61,117.61,295.1,41.375,176.45,10.344,40.158,71.19,51.932,139.95,77.883,51.932,103.44,81.009,66.28,66.28,95.362,95.362,95.362,139.92,44.186,156.13,7.3644,27.985,50.078,54.183,97.21,63.334,65.453,58.915
392,97.246,72.935,72.935,115.62,115.62,115.62,294.78,41.33,176.26,10.332,40.114,71.111,51.052,139.79,77.797,51.052,103.32,81.159,66.403,66.403,94.672,94.672,94.672,140.18,44.269,156.42,7.3781,28.037,50.171,53.791,97.391,63.452,64.98,59.025
393,97.139,72.854,72.854,116.89,116.89,116.89,294.45,41.284,176.06,10.321,40.07,71.033,51.614,139.64,77.711,51.614,103.21,81.31,66.526,66.526,95.848,95.848,95.848,140.44,44.351,156.71,7.3918,28.089,50.264,54.459,97.572,63.57,65.787,59.134
394,97.032,72.774,72.774,116.12,116.12,116.12,294.13,41.239,175.87,10.31,40.026,70.955,51.274,139.48,77.626,51.274,103.1,81.461,66.65,66.65,95.857,95.857,95.857,140.7,44.433,157,7.4055,28.141,50.357,54.464,97.753,63.687,65.793,59.244
395,96.925,72.694,72.694,114.86,114.86,114.86,293.8,41.193,175.68,10.298,39.982,70.876,50.718,139.33,77.54,50.718,102.98,81.611,66.773,66.773,95.586,95.586,95.586,140.97,44.515,157.29,7.4192,28.193,50.451,54.31,97.934,63.805,65.607,59.354
396,96.853,72.639,72.639,115.46,115.46,115.46,293.58,41.162,175.55,10.291,39.952,70.823,50.984,139.23,77.482,50.984,102.91,81.786,66.916,66.916,96.379,96.379,96.379,141.27,44.611,157.62,7.4351,28.253,50.559,54.761,98.143,63.942,66.151,59.481
397,97.163,72.872,72.872,113.6,113.6,113.6,294.53,41.294,176.11,10.324,40.08,71.051,50.159,139.67,77.731,50.159,103.24,82.224,67.274,67.274,95.76,95.76,95.76,142.02,44.849,158.47,7.4749,28.405,50.829,54.409,98.669,64.284,65.726,59.799
398,97.474,73.105,73.105,112.89,112.89,112.89,295.47,41.426,176.67,10.357,40.208,71.278,49.847,140.12,77.979,49.847,103.57,82.662,67.632,67.632,95.805,95.805,95.805,142.78,45.088,159.31,7.5147,28.556,51.1,54.435,99.194,64.627,65.757,60.118
399,97.784,73.338,73.338,119.81,119.81,119.81,296.41,41.558,177.23,10.39,40.336,71.505,52.902,140.57,78.228,52.902,103.9,83.1,67.991,67.991,100.21,100.21,100.21,143.54,45.327,160.16,7.5545,28.707,51.371,56.936,99.72,64.969,68.779,60.436
400,98.095,73.571,73.571,119.95,119.95,119.95,297.35,41.69,177.8,10.423,40.464,71.732,52.964,141.01,78.476,52.964,104.23,83.538,68.349,68.349,100.74,100.74,100.74,144.29,45.566,161,7.5943,28.858,51.641,57.237,100.25,65.311,69.142,60.755
401,98.406,73.804,73.804,121.48,121.48,121.48,298.29,41.822,178.36,10.456,40.592,71.959,53.642,141.46,78.725,53.642,104.56,83.976,68.707,68.707,102.06,102.06,102.06,145.05,45.805,161.84,7.6341,29.01,51.912,57.99,100.77,65.654,70.052,61.073
402,98.716,74.037,74.037,122.63,122.63,122.63,299.23,41.954,178.92,10.489,40.72,72.186,54.147,141.9,78.973,54.147,104.89,84.414,69.066,69.066,103.16,103.16,103.16,145.81,46.044,162.69,7.674,29.161,52.183,58.616,101.3,65.996,70.809,61.392
