Time,LD_634/P1,LD_634/P2,LD_634/P3,LD_671/P1,LD_671/P2,LD_671/P3,LD_675/P1,LD_675/P2,LD_675/P3,LD_632/P1,LD_632/P2,LD_632/P3,LD_645/P1,LD_646/P1,LD_652/P1,LD_692/P1,LD_611/P1,LD_634/Q1,LD_634/Q2,LD_634/Q3,LD_671/Q1,LD_671/Q2,LD_671/Q3,LD_675/Q1,LD_675/Q2,LD_675/Q3,LD_632/Q1,LD_632/Q2,LD_632/Q3,LD_645/Q1,LD_646/Q1,LD_652/Q1,LD_692/Q1,LD_611/Q1
1143,173.77,130.33,130.33,642.28,642.28,642.28,526.74,73.852,314.96,18.463,71.68,127.07,283.61,249.79,139.02,283.61,184.63,119.47,97.746,97.746,367.02,367.02,367.02,206.35,65.164,230.25,10.861,41.27,73.852,208.53,143.36,93.401,251.91,86.885
1144,175.23,131.42,131.42,640.47,640.47,640.47,531.16,74.472,317.6,18.618,72.282,128.14,282.81,251.89,140.18,282.81,186.18,120.47,98.566,98.566,365.98,365.98,365.98,208.08,65.711,232.18,10.952,41.617,74.472,207.95,144.56,94.186,251.2,87.614
1145,176.69,132.52,132.52,647.43,647.43,647.43,535.58,75.092,320.25,18.773,72.884,129.2,285.88,253.99,141.35,285.88,187.73,121.47,99.387,99.387,369.96,369.96,369.96,209.82,66.258,234.11,11.043,41.963,75.092,210.21,145.77,94.97,253.93,88.344
1146,175.46,131.6,131.6,679.24,679.24,679.24,531.86,74.571,318.02,18.643,72.377,128.31,299.93,252.22,140.37,299.93,186.43,120.63,98.696,98.696,388.14,388.14,388.14,208.36,65.798,232.48,10.966,41.672,74.571,220.53,144.75,94.31,266.4,87.73
1147,175.58,131.69,131.69,651.53,651.53,651.53,532.24,74.623,318.25,18.656,72.428,128.4,287.69,252.4,140.47,287.69,186.56,120.71,98.766,98.766,372.3,372.3,372.3,208.51,65.844,232.65,10.974,41.701,74.623,211.54,144.86,94.376,255.54,87.792
1148,176.84,132.63,132.63,612.72,612.72,612.72,536.05,75.158,320.53,18.789,72.947,129.32,270.55,254.21,141.47,270.55,187.89,121.58,99.473,99.473,350.13,350.13,350.13,210,66.316,234.31,11.053,42,75.158,198.94,145.89,95.052,240.32,88.421
1149,175.93,131.95,131.95,611.6,611.6,611.6,533.29,74.771,318.88,18.693,72.572,128.65,270.06,252.9,140.75,270.06,186.93,120.95,98.962,98.962,349.49,349.49,349.49,208.92,65.974,233.11,10.996,41.784,74.771,198.57,145.14,94.563,239.87,87.966
1150,177.41,133.06,133.06,609.48,609.48,609.48,537.77,75.399,321.55,18.85,73.181,129.73,269.12,255.03,141.93,269.12,188.5,121.97,99.793,99.793,348.28,348.28,348.28,210.67,66.529,235.07,11.088,42.135,75.399,197.88,146.36,95.358,239.04,88.705
1151,177.4,133.05,133.05,608.87,608.87,608.87,537.75,75.395,321.54,18.849,73.178,129.72,268.85,255.01,141.92,268.85,188.49,121.96,99.788,99.788,347.93,347.93,347.93,210.66,66.525,235.06,11.088,42.133,75.395,197.69,146.36,95.353,238.8,88.7
1152,175.45,131.59,131.59,608.66,608.66,608.66,531.83,74.566,318,18.641,72.372,128.3,268.76,252.21,140.36,268.76,186.41,120.62,98.69,98.69,347.81,347.81,347.81,208.34,65.793,232.47,10.966,41.669,74.566,197.62,144.74,94.303,238.72,87.724
1153,176.9,132.67,132.67,592.43,592.43,592.43,536.22,75.181,320.63,18.795,72.97,129.36,261.59,254.29,141.52,261.59,187.95,121.62,99.504,99.504,338.53,338.53,338.53,210.06,66.336,234.39,11.056,42.013,75.181,192.35,145.94,95.082,232.36,88.448
1154,178.4,133.8,133.8,536.97,536.97,536.97,540.78,75.821,323.35,18.955,73.591,130.46,237.1,256.45,142.72,237.1,189.55,122.65,100.35,100.35,306.84,306.84,306.84,211.85,66.901,236.38,11.15,42.371,75.821,174.34,147.18,95.891,210.6,89.201
1155,176.89,132.67,132.67,529.03,529.03,529.03,536.19,75.177,320.61,18.794,72.966,129.35,233.6,254.28,141.51,233.6,187.94,121.61,99.5,99.5,302.3,302.3,302.3,210.05,66.333,234.38,11.056,42.011,75.177,171.76,145.93,95.077,207.49,88.444
1156,177.35,133.01,133.01,518.21,518.21,518.21,537.6,75.374,321.45,18.844,73.157,129.69,228.82,254.94,141.88,228.82,188.44,121.93,99.76,99.76,296.12,296.12,296.12,210.6,66.507,234.99,11.084,42.121,75.374,168.25,146.31,95.326,203.25,88.676
1157,175.06,131.3,131.3,477.03,477.03,477.03,530.65,74.401,317.3,18.6,72.213,128.01,210.63,251.65,140.05,210.63,186,120.35,98.472,98.472,272.59,272.59,272.59,207.89,65.648,231.96,10.941,41.577,74.401,154.88,144.43,94.095,187.09,87.531
1158,175.7,131.77,131.77,505.88,505.88,505.88,532.59,74.672,318.45,18.668,72.476,128.48,223.37,252.57,140.56,223.37,186.68,120.79,98.831,98.831,289.07,289.07,289.07,208.64,65.887,232.8,10.981,41.729,74.672,164.25,144.95,94.438,198.41,87.85
1159,176.34,132.25,132.25,529.46,529.46,529.46,534.52,74.943,319.61,18.736,72.739,128.95,233.79,253.48,141.07,233.79,187.36,121.23,99.19,99.19,302.55,302.55,302.55,209.4,66.126,233.65,11.021,41.88,74.943,171.9,145.48,94.781,207.66,88.169
1160,176.98,132.73,132.73,535.56,535.56,535.56,536.46,75.214,320.77,18.804,73.002,129.41,236.48,254.4,141.58,236.48,188.04,121.67,99.549,99.549,306.04,306.04,306.04,210.16,66.366,234.49,11.061,42.032,75.214,173.88,146,95.124,210.05,88.488
1161,177.61,133.21,133.21,538.89,538.89,538.89,538.39,75.486,321.92,18.871,73.265,129.88,237.95,255.32,142.09,237.95,188.71,122.11,99.907,99.907,307.94,307.94,307.94,210.92,66.605,235.34,11.101,42.183,75.486,174.97,146.53,95.467,211.36,88.807
1162,176.26,132.2,132.2,538.28,538.28,538.28,534.3,74.912,319.48,18.728,72.708,128.89,237.68,253.38,141.01,237.68,187.28,121.18,99.148,99.148,307.59,307.59,307.59,209.31,66.098,233.55,11.016,41.862,74.912,174.77,145.42,94.741,211.12,88.131
1163,175.6,131.7,131.7,525.41,525.41,525.41,532.27,74.628,318.27,18.657,72.433,128.4,232,252.42,140.48,232,186.57,120.72,98.773,98.773,300.24,300.24,300.24,208.52,65.848,232.66,10.975,41.704,74.628,170.59,144.87,94.383,206.07,87.798
1164,174.41,130.81,130.81,521.85,521.85,521.85,528.68,74.124,316.12,18.531,71.944,127.54,230.43,250.71,139.53,230.43,185.31,119.91,98.106,98.106,298.2,298.2,298.2,207.11,65.404,231.09,10.901,41.422,74.124,169.43,143.89,93.746,204.67,87.205
1165,176.04,132.03,132.03,521.13,521.13,521.13,533.63,74.819,319.08,18.705,72.618,128.73,230.11,253.06,140.84,230.11,187.05,121.03,99.025,99.025,297.79,297.79,297.79,209.05,66.017,233.26,11.003,41.81,74.819,169.2,145.24,94.624,204.39,88.022
1166,177.68,133.26,133.26,522.09,522.09,522.09,538.59,75.513,322.04,18.878,73.292,129.93,230.53,255.41,142.14,230.53,188.78,122.15,99.944,99.944,298.34,298.34,298.34,210.99,66.629,235.42,11.105,42.198,75.513,169.51,146.58,95.502,204.77,88.839
1167,176.82,132.61,132.61,493.43,493.43,493.43,535.97,75.147,320.48,18.787,72.936,129.3,217.88,254.17,141.45,217.88,187.87,121.56,99.459,99.459,281.96,281.96,281.96,209.97,66.306,234.28,11.051,41.994,75.147,160.21,145.87,95.038,193.53,88.408
1168,174.42,130.81,130.81,524.37,524.37,524.37,528.7,74.127,316.13,18.532,71.946,127.54,231.54,250.72,139.53,231.54,185.32,119.91,98.109,98.109,299.64,299.64,299.64,207.12,65.406,231.1,10.901,41.424,74.127,170.25,143.89,93.748,205.66,87.208
1169,175.02,131.27,131.27,523.85,523.85,523.85,530.54,74.386,317.23,18.596,72.198,127.99,231.31,251.6,140.02,231.31,185.96,120.33,98.452,98.452,299.35,299.35,299.35,207.84,65.634,231.91,10.939,41.568,74.386,170.08,144.4,94.076,205.46,87.512
1170,174.02,130.51,130.51,523.6,523.6,523.6,527.5,73.958,315.41,18.49,71.783,127.25,231.2,250.15,139.22,231.2,184.9,119.64,97.886,97.886,299.2,299.2,299.2,206.65,65.257,230.58,10.876,41.33,73.958,170,143.57,93.535,205.36,87.01
1171,174.57,130.93,130.93,523.81,523.81,523.81,529.16,74.192,316.41,18.548,72.01,127.65,231.29,250.94,139.66,231.29,185.48,120.02,98.195,98.195,299.32,299.32,299.32,207.3,65.463,231.3,10.911,41.46,74.192,170.07,144.02,93.831,205.44,87.285
1172,174.5,130.87,130.87,522.49,522.49,522.49,528.95,74.162,316.28,18.541,71.981,127.6,230.71,250.84,139.6,230.71,185.41,119.97,98.156,98.156,298.57,298.57,298.57,207.22,65.437,231.21,10.906,41.444,74.162,169.64,143.96,93.794,204.93,87.25
1173,175.43,131.57,131.57,574.7,574.7,574.7,531.78,74.559,317.97,18.64,72.366,128.29,253.76,252.19,140.35,253.76,186.4,120.61,98.681,98.681,328.4,328.4,328.4,208.33,65.787,232.45,10.965,41.665,74.559,186.59,144.73,94.295,225.4,87.717
1174,176.76,132.57,132.57,569.73,569.73,569.73,535.8,75.122,320.37,18.781,72.913,129.25,251.57,254.09,141.41,251.57,187.81,121.52,99.426,99.426,325.56,325.56,325.56,209.9,66.284,234.2,11.047,41.98,75.122,184.98,145.83,95.007,223.45,88.379
1175,177.93,133.45,133.45,570.6,570.6,570.6,539.34,75.619,322.49,18.905,73.395,130.11,251.95,255.77,142.34,251.95,189.05,122.33,100.08,100.08,326.06,326.06,326.06,211.29,66.723,235.75,11.12,42.258,75.619,185.26,146.79,95.636,223.79,88.964
1176,178.01,133.51,133.51,568.69,568.69,568.69,539.59,75.654,322.64,18.914,73.429,130.17,251.11,255.89,142.41,251.11,189.14,122.38,100.13,100.13,324.96,324.96,324.96,211.39,66.754,235.86,11.126,42.277,75.654,184.64,146.86,95.681,223.04,89.005
1177,175.21,131.41,131.41,568.55,568.55,568.55,531.1,74.463,317.56,18.616,72.273,128.12,251.05,251.86,140.17,251.05,186.16,120.45,98.554,98.554,324.88,324.88,324.88,208.06,65.703,232.15,10.95,41.612,74.463,184.59,144.55,94.174,222.99,87.603
1178,174.63,130.98,130.98,569.08,569.08,569.08,529.36,74.22,316.53,18.555,72.037,127.7,251.28,251.04,139.71,251.28,185.55,120.06,98.232,98.232,325.19,325.19,325.19,207.38,65.488,231.39,10.915,41.476,74.22,184.77,144.07,93.866,223.2,87.317
1179,174.06,130.55,130.55,571.18,571.18,571.18,527.63,73.977,315.49,18.494,71.801,127.28,252.21,250.22,139.25,252.21,184.94,119.67,97.911,97.911,326.39,326.39,326.39,206.7,65.274,230.63,10.879,41.34,73.977,185.45,143.6,93.559,224.02,87.032
1180,173.49,130.12,130.12,570.6,570.6,570.6,525.9,73.734,314.45,18.433,71.565,126.87,251.95,249.39,138.79,251.95,184.33,119.28,97.589,97.589,326.06,326.06,326.06,206.02,65.059,229.88,10.843,41.204,73.734,185.26,143.13,93.252,223.79,86.746
1181,172.92,129.69,129.69,605.78,605.78,605.78,524.16,73.491,313.42,18.373,71.329,126.45,267.49,248.57,138.34,267.49,183.73,118.88,97.267,97.267,346.16,346.16,346.16,205.34,64.845,229.12,10.807,41.068,73.491,196.68,142.66,92.944,237.59,86.46
1182,172.35,129.26,129.26,670.33,670.33,670.33,522.43,73.248,312.38,18.312,71.094,126.03,295.99,247.75,137.88,295.99,183.12,118.49,96.946,96.946,383.04,383.04,383.04,204.66,64.63,228.36,10.772,40.933,73.248,217.64,142.19,92.637,262.91,86.174
1183,171.78,128.83,128.83,613.79,613.79,613.79,520.7,73.005,311.34,18.251,70.858,125.61,271.02,246.93,137.42,271.02,182.51,118.1,96.624,96.624,350.74,350.74,350.74,203.98,64.416,227.6,10.736,40.797,73.005,199.28,141.72,92.33,240.73,85.888
1184,171.2,128.4,128.4,603.06,603.06,603.06,518.96,72.762,310.31,18.19,70.622,125.19,266.29,246.11,136.96,266.29,181.9,117.7,96.302,96.302,344.61,344.61,344.61,203.31,64.202,226.85,10.7,40.661,72.762,195.8,141.24,92.022,236.52,85.602
1185,172.21,129.15,129.15,566.23,566.23,566.23,522,73.187,312.12,18.297,71.035,125.93,250.02,247.55,137.76,250.02,182.97,118.39,96.865,96.865,323.56,323.56,323.56,204.49,64.577,228.17,10.763,40.899,73.187,183.84,142.07,92.56,222.08,86.103
1186,171.72,128.79,128.79,567.48,567.48,567.48,520.52,72.98,311.24,18.245,70.834,125.57,250.58,246.84,137.37,250.58,182.45,118.06,96.591,96.591,324.27,324.27,324.27,203.92,64.394,227.53,10.732,40.783,72.98,184.25,141.67,92.298,222.57,85.859
1187,171.38,128.54,128.54,547.57,547.57,547.57,519.5,72.837,310.63,18.209,70.694,125.32,241.78,246.36,137.1,241.78,182.09,117.82,96.402,96.402,312.9,312.9,312.9,203.51,64.268,227.08,10.711,40.703,72.837,177.78,141.39,92.117,214.76,85.69
1188,171.83,128.87,128.87,514.54,514.54,514.54,520.85,73.027,311.44,18.257,70.879,125.65,227.2,247,137.46,227.2,182.57,118.13,96.653,96.653,294.02,294.02,294.02,204.04,64.435,227.67,10.739,40.809,73.027,167.06,141.76,92.357,201.81,85.914
1189,172.27,129.21,129.21,477.65,477.65,477.65,522.21,73.216,312.25,18.304,71.063,125.98,210.91,247.64,137.82,210.91,183.04,118.44,96.904,96.904,272.95,272.95,272.95,204.58,64.603,228.26,10.767,40.915,73.216,155.08,142.13,92.597,187.34,86.137
1190,172.72,129.54,129.54,464.33,464.33,464.33,523.56,73.406,313.06,18.352,71.247,126.3,205.03,248.29,138.18,205.03,183.52,118.75,97.155,97.155,265.33,265.33,265.33,205.11,64.77,228.85,10.795,41.021,73.406,150.76,142.49,92.837,182.11,86.36
1191,173.17,129.88,129.88,464.5,464.5,464.5,524.91,73.596,313.87,18.399,71.431,126.63,205.11,248.93,138.53,205.11,183.99,119.05,97.407,97.407,265.43,265.43,265.43,205.64,64.938,229.45,10.823,41.127,73.596,150.81,142.86,93.077,182.18,86.584
1192,173.61,130.21,130.21,464.95,464.95,464.95,526.27,73.786,314.68,18.446,71.616,126.96,205.3,249.57,138.89,205.3,184.46,119.36,97.658,97.658,265.69,265.69,265.69,206.17,65.105,230.04,10.851,41.233,73.786,150.96,143.23,93.317,182.36,86.807
1193,172.88,129.66,129.66,463.29,463.29,463.29,524.04,73.473,313.34,18.368,71.312,126.42,204.57,248.51,138.3,204.57,183.68,118.85,97.244,97.244,264.74,264.74,264.74,205.29,64.829,229.06,10.805,41.059,73.473,150.42,142.62,92.922,181.71,86.439
1194,169.84,127.38,127.38,462.16,462.16,462.16,514.84,72.184,307.84,18.046,70.061,124.2,204.07,244.15,135.88,204.07,180.46,116.77,95.538,95.538,264.09,264.09,264.09,201.69,63.692,225.04,10.615,40.338,72.184,150.05,140.12,91.291,181.26,84.922
1195,171.68,128.76,128.76,463.42,463.42,463.42,520.4,72.963,311.17,18.241,70.817,125.54,204.63,246.79,137.34,204.63,182.41,118.03,96.569,96.569,264.81,264.81,264.81,203.87,64.379,227.47,10.73,40.773,72.963,150.46,141.63,92.277,181.76,85.839
1196,168.86,126.64,126.64,465.65,465.65,465.65,511.85,71.765,306.05,17.941,69.654,123.48,205.61,242.73,135.09,205.61,179.41,116.09,94.982,94.982,266.09,266.09,266.09,200.52,63.322,223.74,10.554,40.104,71.765,151.19,139.31,90.761,182.63,84.429
1197,168.23,126.17,126.17,510.81,510.81,510.81,509.95,71.498,304.92,17.875,69.396,123.02,225.55,241.83,134.59,225.55,178.75,115.66,94.63,94.63,291.89,291.89,291.89,199.78,63.087,222.91,10.514,39.955,71.498,165.85,138.79,90.424,200.34,84.116
1198,167.61,125.7,125.7,499.2,499.2,499.2,508.05,71.232,303.78,17.808,69.137,122.56,220.43,240.93,134.08,220.43,178.08,115.23,94.278,94.278,285.26,285.26,285.26,199.03,62.852,222.08,10.475,39.806,71.232,162.08,138.27,90.088,195.79,83.803
1199,166.98,125.23,125.23,479.4,479.4,479.4,506.16,70.966,302.65,17.742,68.879,122.1,211.68,240.03,133.58,211.68,177.42,114.8,93.926,93.926,273.94,273.94,273.94,198.29,62.617,221.25,10.436,39.658,70.966,155.65,137.76,89.751,188.02,83.49
1200,168.81,126.61,126.61,470.39,470.39,470.39,511.7,71.743,305.96,17.936,69.633,123.44,207.71,242.66,135.05,207.71,179.36,116.05,94.954,94.954,268.8,268.8,268.8,200.46,63.303,223.67,10.55,40.092,71.743,152.72,139.27,90.734,184.49,84.403
1201,168.72,126.54,126.54,431.08,431.08,431.08,511.44,71.707,305.81,17.927,69.598,123.38,190.35,242.54,134.98,190.35,179.27,116,94.906,94.906,246.33,246.33,246.33,200.36,63.271,223.56,10.545,40.072,71.707,139.96,139.2,90.688,169.07,84.361
1202,169.98,127.48,127.48,406.71,406.71,406.71,515.25,72.241,308.09,18.06,70.116,124.3,179.59,244.34,135.98,179.59,180.6,116.86,95.613,95.613,232.41,232.41,232.41,201.85,63.742,225.22,10.624,40.37,72.241,132.05,140.23,91.363,159.52,84.989
1203,170.96,128.22,128.22,424.07,424.07,424.07,518.23,72.659,309.87,18.165,70.522,125.02,187.25,245.76,136.77,187.25,181.65,117.54,96.166,96.166,242.33,242.33,242.33,203.02,64.111,226.52,10.685,40.604,72.659,137.69,141.04,91.892,166.32,85.481
1204,170.34,127.76,127.76,477.44,477.44,477.44,516.36,72.396,308.75,18.099,70.267,124.56,210.82,244.87,136.28,210.82,180.99,117.11,95.819,95.819,272.82,272.82,272.82,202.28,63.879,225.71,10.647,40.457,72.396,155.01,140.53,91.56,187.25,85.172
1205,167.97,125.98,125.98,476.94,476.94,476.94,509.15,71.386,304.44,17.846,69.286,122.83,210.6,241.45,134.37,210.6,178.46,115.48,94.481,94.481,272.54,272.54,272.54,199.46,62.988,222.56,10.498,39.892,71.386,154.85,138.57,90.282,187.06,83.983
1206,167.6,125.7,125.7,480.11,480.11,480.11,508.03,71.228,303.77,17.807,69.133,122.55,212,240.92,134.08,212,178.07,115.22,94.273,94.273,274.35,274.35,274.35,199.02,62.849,222.07,10.475,39.804,71.228,155.88,138.27,90.083,188.3,83.798
1207,167.23,125.42,125.42,482.01,482.01,482.01,506.9,71.071,303.1,17.768,68.981,122.28,212.84,240.39,133.78,212.84,177.68,114.97,94.065,94.065,275.43,275.43,275.43,198.58,62.71,221.57,10.452,39.716,71.071,156.5,137.96,89.884,189.05,83.613
1208,166.86,125.14,125.14,430.71,430.71,430.71,505.78,70.914,302.43,17.728,68.828,122.01,190.18,239.85,133.48,190.18,177.28,114.71,93.856,93.856,246.12,246.12,246.12,198.14,62.571,221.08,10.428,39.628,70.914,139.84,137.66,89.685,168.93,83.428
1209,166.49,124.86,124.86,407.38,407.38,407.38,504.66,70.756,301.75,17.689,68.675,121.74,179.88,239.32,133.19,179.88,176.89,114.46,93.648,93.648,232.79,232.79,232.79,197.7,62.432,220.59,10.405,39.54,70.756,132.27,137.35,89.486,159.78,83.243
1210,166.11,124.59,124.59,395.35,395.35,395.35,503.54,70.599,301.08,17.65,68.522,121.47,174.57,238.79,132.89,174.57,176.5,114.2,93.439,93.439,225.91,225.91,225.91,197.26,62.293,220.1,10.382,39.452,70.599,128.36,137.04,89.287,155.06,83.057
1211,166.05,124.54,124.54,394.87,394.87,394.87,503.35,70.573,300.97,17.643,68.497,121.43,174.36,238.7,132.84,174.36,176.43,114.16,93.405,93.405,225.64,225.64,225.64,197.19,62.27,220.02,10.378,39.438,70.573,128.2,136.99,89.254,154.87,83.027
1212,167.11,125.33,125.33,414.99,414.99,414.99,506.55,71.022,302.89,17.755,68.933,122.2,183.24,240.22,133.69,183.24,177.55,114.89,93.999,93.999,237.14,237.14,237.14,198.44,62.666,221.42,10.444,39.689,71.022,134.74,137.87,89.821,162.76,83.555
1213,168.17,126.12,126.12,444.82,444.82,444.82,509.75,71.47,304.8,17.868,69.368,122.97,196.41,241.74,134.53,196.41,178.68,115.61,94.593,94.593,254.18,254.18,254.18,199.7,63.062,222.82,10.51,39.939,71.47,144.42,138.74,90.389,174.46,84.083
1214,169.22,126.92,126.92,444.12,444.12,444.12,512.95,71.919,306.71,17.98,69.804,123.74,196.1,243.26,135.38,196.1,179.8,116.34,95.187,95.187,253.78,253.78,253.78,200.95,63.458,224.22,10.576,40.19,71.919,144.19,139.61,90.957,174.19,84.611
1215,170.28,127.71,127.71,446.88,446.88,446.88,516.16,72.368,308.63,18.092,70.24,124.52,197.32,244.77,136.22,197.32,180.92,117.07,95.781,95.781,255.36,255.36,255.36,202.21,63.854,225.62,10.642,40.441,72.368,145.09,140.48,91.524,175.27,85.139
1216,169.29,126.96,126.96,513.74,513.74,513.74,513.15,71.947,306.83,17.987,69.831,123.79,226.85,243.35,135.43,226.85,179.87,116.38,95.224,95.224,293.57,293.57,293.57,201.03,63.482,224.3,10.58,40.206,71.947,166.8,139.66,90.991,201.49,84.643
1217,167.92,125.94,125.94,529.74,529.74,529.74,509.02,71.368,304.36,17.842,69.269,122.8,233.91,241.39,134.34,233.91,178.42,115.45,94.458,94.458,302.71,302.71,302.71,199.41,62.972,222.5,10.495,39.882,71.368,171.99,138.54,90.26,207.77,83.962
1218,169.14,126.85,126.85,525.22,525.22,525.22,512.7,71.883,306.56,17.971,69.769,123.68,231.92,243.13,135.31,231.92,179.71,116.28,95.14,95.14,300.13,300.13,300.13,200.85,63.426,224.11,10.571,40.17,71.883,170.53,139.54,90.911,206,84.569
1219,170.77,128.08,128.08,521.94,521.94,521.94,517.65,72.578,309.52,18.144,70.443,124.88,230.47,245.48,136.62,230.47,181.44,117.4,96.059,96.059,298.25,298.25,298.25,202.79,64.039,226.27,10.673,40.558,72.578,169.46,140.89,91.789,204.71,85.385
1220,171.19,128.39,128.39,485.65,485.65,485.65,518.92,72.756,310.28,18.189,70.616,125.18,214.44,246.09,136.95,214.44,181.89,117.69,96.295,96.295,277.52,277.52,277.52,203.29,64.197,226.83,10.699,40.658,72.756,157.68,141.23,92.015,190.48,85.596
1221,168.42,126.32,126.32,437.41,437.41,437.41,510.53,71.579,305.26,17.895,69.474,123.16,193.14,242.11,134.74,193.14,178.95,115.79,94.737,94.737,249.95,249.95,249.95,200,63.158,223.16,10.526,40,71.579,142.02,138.95,90.527,171.56,84.211
1222,166.91,125.18,125.18,414.75,414.75,414.75,505.94,70.935,302.52,17.734,68.849,122.05,183.14,239.93,133.53,183.14,177.34,114.75,93.885,93.885,237,237,237,198.2,62.59,221.15,10.432,39.64,70.935,134.66,137.7,89.712,162.67,83.453
1223,165.39,124.04,124.04,411.67,411.67,411.67,501.34,70.291,299.77,17.573,68.224,120.94,181.77,237.75,132.31,181.77,175.73,113.71,93.032,93.032,235.24,235.24,235.24,196.4,62.022,219.14,10.337,39.28,70.291,133.66,136.45,88.898,161.46,82.696
1224,166.81,125.11,125.11,411.86,411.86,411.86,505.63,70.893,302.34,17.723,68.808,121.98,181.86,239.78,133.45,181.86,177.23,114.68,93.829,93.829,235.35,235.35,235.35,198.08,62.553,221.02,10.425,39.617,70.893,133.72,137.62,89.659,161.54,83.403
1225,166.55,124.91,124.91,379.8,379.8,379.8,504.85,70.783,301.87,17.696,68.702,121.79,167.7,239.41,133.24,167.7,176.96,114.5,93.684,93.684,217.03,217.03,217.03,197.78,62.456,220.68,10.409,39.555,70.783,123.31,137.4,89.52,148.96,83.275
1226,165.74,124.3,124.3,364.62,364.62,364.62,502.39,70.439,300.4,17.61,68.367,121.2,161,238.25,132.59,161,176.1,113.95,93.228,93.228,208.35,208.35,208.35,196.81,62.152,219.6,10.359,39.363,70.439,118.38,136.73,89.084,143.01,82.869
1227,166.53,124.9,124.9,309.96,309.96,309.96,504.81,70.777,301.84,17.694,68.695,121.78,136.87,239.39,133.23,136.87,176.94,114.49,93.675,93.675,177.12,177.12,177.12,197.76,62.45,220.66,10.408,39.552,70.777,100.64,137.39,89.512,121.57,83.267
1228,167.33,125.5,125.5,298.89,298.89,298.89,507.22,71.115,303.28,17.779,69.023,122.36,131.98,240.54,133.86,131.98,177.79,115.04,94.123,94.123,170.8,170.8,170.8,198.7,62.749,221.71,10.458,39.741,71.115,97.043,138.05,89.94,117.23,83.665
1229,169,126.75,126.75,294.64,294.64,294.64,512.29,71.827,306.32,17.957,69.714,123.58,130.1,242.94,135.2,130.1,179.57,116.19,95.065,95.065,168.37,168.37,168.37,200.69,63.376,223.93,10.563,40.138,71.827,95.664,139.43,90.839,115.56,84.502
1230,168.02,126.02,126.02,282.99,282.99,282.99,509.31,71.409,304.54,17.852,69.308,122.86,124.96,241.53,134.42,124.96,178.52,115.51,94.511,94.511,161.71,161.71,161.71,199.52,63.008,222.63,10.501,39.905,71.409,91.88,138.62,90.311,110.99,84.01
1231,167.09,125.32,125.32,263.82,263.82,263.82,506.5,71.014,302.85,17.753,68.925,122.19,116.49,240.19,133.67,116.49,177.53,114.88,93.989,93.989,150.76,150.76,150.76,198.42,62.659,221.4,10.443,39.684,71.014,85.657,137.85,89.812,103.47,83.546
1232,166.44,124.83,124.83,236.17,236.17,236.17,504.54,70.739,301.68,17.685,68.659,121.71,104.28,239.26,133.16,104.28,176.85,114.43,93.625,93.625,134.95,134.95,134.95,197.65,62.417,220.54,10.403,39.531,70.739,76.679,137.32,89.464,92.628,83.222
1233,165.8,124.35,124.35,249.13,249.13,249.13,502.58,70.464,300.51,17.616,68.392,121.24,110,238.34,132.64,110,176.16,113.99,93.262,93.262,142.36,142.36,142.36,196.89,62.174,219.68,10.362,39.377,70.464,80.886,136.78,89.117,97.71,82.899
1234,165.15,123.86,123.86,249.1,249.1,249.1,500.62,70.19,299.34,17.547,68.125,120.77,109.99,237.41,132.12,109.99,175.47,113.54,92.898,92.898,142.34,142.34,142.34,196.12,61.932,218.83,10.322,39.224,70.19,80.877,136.25,88.769,97.699,82.576
1235,165.83,124.37,124.37,310.55,310.55,310.55,502.68,70.479,300.57,17.62,68.406,121.27,137.12,238.38,132.67,137.12,176.2,114.01,93.281,93.281,177.46,177.46,177.46,196.93,62.187,219.73,10.365,39.385,70.479,100.83,136.81,89.135,121.8,82.917
1236,167.08,125.31,125.31,327.99,327.99,327.99,506.47,71.01,302.84,17.753,68.922,122.18,144.83,240.18,133.67,144.83,177.53,114.87,93.984,93.984,187.42,187.42,187.42,198.41,62.656,221.39,10.443,39.682,71.01,106.49,137.84,89.807,128.64,83.542
1237,166.16,124.62,124.62,328.89,328.89,328.89,503.67,70.617,301.16,17.654,68.54,121.5,145.22,238.85,132.93,145.22,176.54,114.23,93.464,93.464,187.94,187.94,187.94,197.31,62.309,220.16,10.385,39.462,70.617,106.78,137.08,89.31,128.99,83.079
1238,164.98,123.74,123.74,327.72,327.72,327.72,500.1,70.117,299.03,17.529,68.055,120.64,144.71,237.16,131.99,144.71,175.29,113.42,92.802,92.802,187.27,187.27,187.27,195.92,61.868,218.6,10.311,39.183,70.117,106.4,136.11,88.677,128.54,82.491
1239,164.47,123.35,123.35,328.2,328.2,328.2,498.54,69.899,298.1,17.475,67.843,120.27,144.92,236.42,131.57,144.92,174.75,113.07,92.513,92.513,187.54,187.54,187.54,195.31,61.675,217.92,10.279,39.061,69.899,106.56,135.69,88.401,128.72,82.234
1240,163.95,122.97,122.97,324.52,324.52,324.52,496.99,69.681,297.17,17.42,67.631,119.89,143.29,235.68,131.16,143.29,174.2,112.72,92.224,92.224,185.44,185.44,185.44,194.7,61.483,217.24,10.247,38.939,69.681,105.36,135.26,88.125,127.28,81.977
